,experiment,item_id,condition,sentence,expected,prediction,error,model,e_size
134,orig_multiple_attractors,23,S_P,the punk that fought constantly in the alleys,VBZ,VBP,True,7,1000
140,orig_multiple_attractors,24,S_P,the speaker that read loudly to the students,VBZ,VBZ,False,7,1000
146,orig_multiple_attractors,25,S_P,the teen that wrote beautifully about the girls,VBZ,VBZ,False,7,1000
152,orig_multiple_attractors,26,S_P,the child that searched frantically for the treats,VBZ,VBZ,False,7,1000
158,orig_multiple_attractors,27,S_P,the assistant that checked frequently for the letters,VBZ,VBZ,False,7,1000
164,orig_multiple_attractors,28,S_P,the guitarist that performed brilliantly on the tours,VBZ,VBZ,False,7,1000
170,orig_multiple_attractors,29,S_P,the needle that stabbed smoothly into the fabrics,VBZ,VBZ,False,7,1000
176,orig_multiple_attractors,30,S_P,the spectator that watched quietly in the theaters,VBZ,VBZ,False,7,1000
182,orig_multiple_attractors,31,S_P,the maid that cleaned thoroughly in the houses,VBZ,VBZ,False,7,1000
188,orig_multiple_attractors,32,S_P,the fan that drank too much at the games,VBZ,VBZ,False,7,1000
194,orig_multiple_attractors,33,S_P,the principal that paid yearly for the repairs,VBZ,VBZ,False,7,1000
200,orig_multiple_attractors,34,S_P,the driver that steered accidentally into the trees,VBZ,VBZ,False,7,1000
206,orig_multiple_attractors,35,S_P,the volunteer that cooked happily for the refugees,VBZ,VBZ,False,7,1000
212,orig_multiple_attractors,36,S_P,the conductor that flew boldly through the clouds,VBZ,VBZ,False,7,1000
2,orig_multiple_attractors,1,S_P,the bird that ate quickly near the trees,VBZ,VBZ,False,8,1000
8,orig_multiple_attractors,2,S_P,the man that played softly for the crowds,VBZ,VBZ,False,8,1000
14,orig_multiple_attractors,3,S_P,the doctor that helped often in the labs,VBZ,VBZ,False,8,1000
20,orig_multiple_attractors,4,S_P,the artist that painted carefully on the canvases,VBZ,VBZ,False,8,1000
26,orig_multiple_attractors,5,S_P,the wrestler that fought RB in the rings,VBZ,VBZ,False,8,1000
32,orig_multiple_attractors,6,S_P,the student that read quietly near the windows,VBZ,VBZ,False,8,1000
38,orig_multiple_attractors,7,S_P,the teacher that wrote neatly on the boards,VBZ,VBZ,False,8,1000
44,orig_multiple_attractors,8,S_P,the cop that searched silently for the criminals,VBZ,VBZ,False,8,1000
50,orig_multiple_attractors,9,S_P,the banker that checked diligently for the errors,VBZ,VBZ,False,8,1000
56,orig_multiple_attractors,10,S_P,the actor that performed alone on the stages,VBZ,VBZ,False,8,1000
62,orig_multiple_attractors,11,S_P,the assailant that stabbed suddenly with the knives,VBZ,VBZ,False,8,1000
68,orig_multiple_attractors,12,S_P,the coach that watched closely for the mistakes,VBZ,VBZ,False,8,1000
74,orig_multiple_attractors,13,S_P,the father that cleaned calmly near the tables,VBZ,VBZ,False,8,1000
80,orig_multiple_attractors,14,S_P,the lifeguard that drank RB on the beaches,VBZ,VBZ,False,8,1000
86,orig_multiple_attractors,15,S_P,the customer that paid promptly in the restaurants,VBZ,VBZ,False,8,1000
92,orig_multiple_attractors,16,S_P,the captain that steered bravely through the storms,VBZ,VBZ,False,8,1000
98,orig_multiple_attractors,17,S_P,the chef that cooked casually near the stoves,VBZ,VBZ,False,8,1000
104,orig_multiple_attractors,18,S_P,the pilot that flew RB around the countries,VBZ,VBZ,False,8,1000
110,orig_multiple_attractors,19,S_P,the frog that ate quietly near the ponds,VBZ,VBZ,False,8,1000
116,orig_multiple_attractors,20,S_P,the child that played happily with the friends,VBZ,VBZ,False,8,1000
122,orig_multiple_attractors,21,S_P,the guide that helped greatly with the tests,VBZ,VBZ,False,8,1000
128,orig_multiple_attractors,22,S_P,the brush that painted smoothly on the walls,VBZ,VBZ,False,8,1000
134,orig_multiple_attractors,23,S_P,the punk that fought constantly in the alleys,VBZ,VBP,True,8,1000
140,orig_multiple_attractors,24,S_P,the speaker that read loudly to the students,VBZ,VBZ,False,8,1000
146,orig_multiple_attractors,25,S_P,the teen that wrote beautifully about the girls,VBZ,VBZ,False,8,1000
152,orig_multiple_attractors,26,S_P,the child that searched frantically for the treats,VBZ,VBZ,False,8,1000
158,orig_multiple_attractors,27,S_P,the assistant that checked frequently for the letters,VBZ,VBZ,False,8,1000
164,orig_multiple_attractors,28,S_P,the guitarist that performed brilliantly on the tours,VBZ,VBZ,False,8,1000
170,orig_multiple_attractors,29,S_P,the needle that stabbed smoothly into the fabrics,VBZ,VBZ,False,8,1000
176,orig_multiple_attractors,30,S_P,the spectator that watched quietly in the theaters,VBZ,VBZ,False,8,1000
182,orig_multiple_attractors,31,S_P,the maid that cleaned thoroughly in the houses,VBZ,VBZ,False,8,1000
188,orig_multiple_attractors,32,S_P,the fan that drank too much at the games,VBZ,VBZ,False,8,1000
194,orig_multiple_attractors,33,S_P,the principal that paid yearly for the repairs,VBZ,VBZ,False,8,1000
200,orig_multiple_attractors,34,S_P,the driver that steered accidentally into the trees,VBZ,VBZ,False,8,1000
206,orig_multiple_attractors,35,S_P,the volunteer that cooked happily for the refugees,VBZ,VBZ,False,8,1000
212,orig_multiple_attractors,36,S_P,the conductor that flew boldly through the clouds,VBZ,VBZ,False,8,1000
2,orig_multiple_attractors,1,S_P,the bird that ate quickly near the trees,VBZ,VBZ,False,9,1000
8,orig_multiple_attractors,2,S_P,the man that played softly for the crowds,VBZ,VBZ,False,9,1000
14,orig_multiple_attractors,3,S_P,the doctor that helped often in the labs,VBZ,VBZ,False,9,1000
20,orig_multiple_attractors,4,S_P,the artist that painted carefully on the canvases,VBZ,VBZ,False,9,1000
26,orig_multiple_attractors,5,S_P,the wrestler that fought RB in the rings,VBZ,VBZ,False,9,1000
32,orig_multiple_attractors,6,S_P,the student that read quietly near the windows,VBZ,VBZ,False,9,1000
38,orig_multiple_attractors,7,S_P,the teacher that wrote neatly on the boards,VBZ,VBZ,False,9,1000
44,orig_multiple_attractors,8,S_P,the cop that searched silently for the criminals,VBZ,VBZ,False,9,1000
50,orig_multiple_attractors,9,S_P,the banker that checked diligently for the errors,VBZ,VBZ,False,9,1000
56,orig_multiple_attractors,10,S_P,the actor that performed alone on the stages,VBZ,VBZ,False,9,1000
62,orig_multiple_attractors,11,S_P,the assailant that stabbed suddenly with the knives,VBZ,VBZ,False,9,1000
68,orig_multiple_attractors,12,S_P,the coach that watched closely for the mistakes,VBZ,VBZ,False,9,1000
74,orig_multiple_attractors,13,S_P,the father that cleaned calmly near the tables,VBZ,VBZ,False,9,1000
80,orig_multiple_attractors,14,S_P,the lifeguard that drank RB on the beaches,VBZ,VBZ,False,9,1000
86,orig_multiple_attractors,15,S_P,the customer that paid promptly in the restaurants,VBZ,VBZ,False,9,1000
92,orig_multiple_attractors,16,S_P,the captain that steered bravely through the storms,VBZ,VBZ,False,9,1000
98,orig_multiple_attractors,17,S_P,the chef that cooked casually near the stoves,VBZ,VBZ,False,9,1000
104,orig_multiple_attractors,18,S_P,the pilot that flew RB around the countries,VBZ,VBZ,False,9,1000
110,orig_multiple_attractors,19,S_P,the frog that ate quietly near the ponds,VBZ,VBZ,False,9,1000
116,orig_multiple_attractors,20,S_P,the child that played happily with the friends,VBZ,VBZ,False,9,1000
122,orig_multiple_attractors,21,S_P,the guide that helped greatly with the tests,VBZ,VBZ,False,9,1000
128,orig_multiple_attractors,22,S_P,the brush that painted smoothly on the walls,VBZ,VBZ,False,9,1000
134,orig_multiple_attractors,23,S_P,the punk that fought constantly in the alleys,VBZ,VBP,True,9,1000
140,orig_multiple_attractors,24,S_P,the speaker that read loudly to the students,VBZ,VBZ,False,9,1000
146,orig_multiple_attractors,25,S_P,the teen that wrote beautifully about the girls,VBZ,VBZ,False,9,1000
152,orig_multiple_attractors,26,S_P,the child that searched frantically for the treats,VBZ,VBZ,False,9,1000
158,orig_multiple_attractors,27,S_P,the assistant that checked frequently for the letters,VBZ,VBZ,False,9,1000
164,orig_multiple_attractors,28,S_P,the guitarist that performed brilliantly on the tours,VBZ,VBZ,False,9,1000
170,orig_multiple_attractors,29,S_P,the needle that stabbed smoothly into the fabrics,VBZ,VBZ,False,9,1000
176,orig_multiple_attractors,30,S_P,the spectator that watched quietly in the theaters,VBZ,VBZ,False,9,1000
182,orig_multiple_attractors,31,S_P,the maid that cleaned thoroughly in the houses,VBZ,VBZ,False,9,1000
188,orig_multiple_attractors,32,S_P,the fan that drank too much at the games,VBZ,VBZ,False,9,1000
194,orig_multiple_attractors,33,S_P,the principal that paid yearly for the repairs,VBZ,VBZ,False,9,1000
200,orig_multiple_attractors,34,S_P,the driver that steered accidentally into the trees,VBZ,VBZ,False,9,1000
206,orig_multiple_attractors,35,S_P,the volunteer that cooked happily for the refugees,VBZ,VBZ,False,9,1000
212,orig_multiple_attractors,36,S_P,the conductor that flew boldly through the clouds,VBZ,VBZ,False,9,1000
2,orig_multiple_attractors,1,S_P,the bird that ate quickly near the trees,VBZ,VBZ,False,10,1000
8,orig_multiple_attractors,2,S_P,the man that played softly for the crowds,VBZ,VBZ,False,10,1000
14,orig_multiple_attractors,3,S_P,the doctor that helped often in the labs,VBZ,VBZ,False,10,1000
20,orig_multiple_attractors,4,S_P,the artist that painted carefully on the canvases,VBZ,VBZ,False,10,1000
26,orig_multiple_attractors,5,S_P,the wrestler that fought RB in the rings,VBZ,VBZ,False,10,1000
32,orig_multiple_attractors,6,S_P,the student that read quietly near the windows,VBZ,VBZ,False,10,1000
38,orig_multiple_attractors,7,S_P,the teacher that wrote neatly on the boards,VBZ,VBZ,False,10,1000
44,orig_multiple_attractors,8,S_P,the cop that searched silently for the criminals,VBZ,VBZ,False,10,1000
50,orig_multiple_attractors,9,S_P,the banker that checked diligently for the errors,VBZ,VBZ,False,10,1000
56,orig_multiple_attractors,10,S_P,the actor that performed alone on the stages,VBZ,VBZ,False,10,1000
62,orig_multiple_attractors,11,S_P,the assailant that stabbed suddenly with the knives,VBZ,VBZ,False,10,1000
68,orig_multiple_attractors,12,S_P,the coach that watched closely for the mistakes,VBZ,VBZ,False,10,1000
74,orig_multiple_attractors,13,S_P,the father that cleaned calmly near the tables,VBZ,VBZ,False,10,1000
80,orig_multiple_attractors,14,S_P,the lifeguard that drank RB on the beaches,VBZ,VBZ,False,10,1000
86,orig_multiple_attractors,15,S_P,the customer that paid promptly in the restaurants,VBZ,VBZ,False,10,1000
92,orig_multiple_attractors,16,S_P,the captain that steered bravely through the storms,VBZ,VBZ,False,10,1000
98,orig_multiple_attractors,17,S_P,the chef that cooked casually near the stoves,VBZ,VBZ,False,10,1000
104,orig_multiple_attractors,18,S_P,the pilot that flew RB around the countries,VBZ,VBZ,False,10,1000
110,orig_multiple_attractors,19,S_P,the frog that ate quietly near the ponds,VBZ,VBZ,False,10,1000
116,orig_multiple_attractors,20,S_P,the child that played happily with the friends,VBZ,VBZ,False,10,1000
122,orig_multiple_attractors,21,S_P,the guide that helped greatly with the tests,VBZ,VBZ,False,10,1000
128,orig_multiple_attractors,22,S_P,the brush that painted smoothly on the walls,VBZ,VBZ,False,10,1000
134,orig_multiple_attractors,23,S_P,the punk that fought constantly in the alleys,VBZ,VBZ,False,10,1000
140,orig_multiple_attractors,24,S_P,the speaker that read loudly to the students,VBZ,VBZ,False,10,1000
146,orig_multiple_attractors,25,S_P,the teen that wrote beautifully about the girls,VBZ,VBZ,False,10,1000
152,orig_multiple_attractors,26,S_P,the child that searched frantically for the treats,VBZ,VBZ,False,10,1000
158,orig_multiple_attractors,27,S_P,the assistant that checked frequently for the letters,VBZ,VBZ,False,10,1000
164,orig_multiple_attractors,28,S_P,the guitarist that performed brilliantly on the tours,VBZ,VBZ,False,10,1000
170,orig_multiple_attractors,29,S_P,the needle that stabbed smoothly into the fabrics,VBZ,VBZ,False,10,1000
176,orig_multiple_attractors,30,S_P,the spectator that watched quietly in the theaters,VBZ,VBZ,False,10,1000
182,orig_multiple_attractors,31,S_P,the maid that cleaned thoroughly in the houses,VBZ,VBZ,False,10,1000
188,orig_multiple_attractors,32,S_P,the fan that drank too much at the games,VBZ,VBZ,False,10,1000
194,orig_multiple_attractors,33,S_P,the principal that paid yearly for the repairs,VBZ,VBZ,False,10,1000
200,orig_multiple_attractors,34,S_P,the driver that steered accidentally into the trees,VBZ,VBZ,False,10,1000
206,orig_multiple_attractors,35,S_P,the volunteer that cooked happily for the refugees,VBZ,VBZ,False,10,1000
212,orig_multiple_attractors,36,S_P,the conductor that flew boldly through the clouds,VBZ,VBZ,False,10,1000
2,orig_multiple_attractors,1,S_P,the bird that ate quickly near the trees,VBZ,VBZ,False,11,1000
8,orig_multiple_attractors,2,S_P,the man that played softly for the crowds,VBZ,VBZ,False,11,1000
14,orig_multiple_attractors,3,S_P,the doctor that helped often in the labs,VBZ,VBP,True,11,1000
20,orig_multiple_attractors,4,S_P,the artist that painted carefully on the canvases,VBZ,VBZ,False,11,1000
26,orig_multiple_attractors,5,S_P,the wrestler that fought RB in the rings,VBZ,VBZ,False,11,1000
32,orig_multiple_attractors,6,S_P,the student that read quietly near the windows,VBZ,VBZ,False,11,1000
38,orig_multiple_attractors,7,S_P,the teacher that wrote neatly on the boards,VBZ,VBZ,False,11,1000
44,orig_multiple_attractors,8,S_P,the cop that searched silently for the criminals,VBZ,VBZ,False,11,1000
50,orig_multiple_attractors,9,S_P,the banker that checked diligently for the errors,VBZ,VBZ,False,11,1000
56,orig_multiple_attractors,10,S_P,the actor that performed alone on the stages,VBZ,VBZ,False,11,1000
62,orig_multiple_attractors,11,S_P,the assailant that stabbed suddenly with the knives,VBZ,VBZ,False,11,1000
68,orig_multiple_attractors,12,S_P,the coach that watched closely for the mistakes,VBZ,VBZ,False,11,1000
74,orig_multiple_attractors,13,S_P,the father that cleaned calmly near the tables,VBZ,VBZ,False,11,1000
80,orig_multiple_attractors,14,S_P,the lifeguard that drank RB on the beaches,VBZ,VBZ,False,11,1000
86,orig_multiple_attractors,15,S_P,the customer that paid promptly in the restaurants,VBZ,VBZ,False,11,1000
92,orig_multiple_attractors,16,S_P,the captain that steered bravely through the storms,VBZ,VBZ,False,11,1000
98,orig_multiple_attractors,17,S_P,the chef that cooked casually near the stoves,VBZ,VBZ,False,11,1000
104,orig_multiple_attractors,18,S_P,the pilot that flew RB around the countries,VBZ,VBZ,False,11,1000
110,orig_multiple_attractors,19,S_P,the frog that ate quietly near the ponds,VBZ,VBZ,False,11,1000
116,orig_multiple_attractors,20,S_P,the child that played happily with the friends,VBZ,VBZ,False,11,1000
122,orig_multiple_attractors,21,S_P,the guide that helped greatly with the tests,VBZ,VBZ,False,11,1000
128,orig_multiple_attractors,22,S_P,the brush that painted smoothly on the walls,VBZ,VBZ,False,11,1000
134,orig_multiple_attractors,23,S_P,the punk that fought constantly in the alleys,VBZ,VBZ,False,11,1000
140,orig_multiple_attractors,24,S_P,the speaker that read loudly to the students,VBZ,VBZ,False,11,1000
146,orig_multiple_attractors,25,S_P,the teen that wrote beautifully about the girls,VBZ,VBZ,False,11,1000
152,orig_multiple_attractors,26,S_P,the child that searched frantically for the treats,VBZ,VBZ,False,11,1000
158,orig_multiple_attractors,27,S_P,the assistant that checked frequently for the letters,VBZ,VBZ,False,11,1000
164,orig_multiple_attractors,28,S_P,the guitarist that performed brilliantly on the tours,VBZ,VBZ,False,11,1000
170,orig_multiple_attractors,29,S_P,the needle that stabbed smoothly into the fabrics,VBZ,VBZ,False,11,1000
176,orig_multiple_attractors,30,S_P,the spectator that watched quietly in the theaters,VBZ,VBZ,False,11,1000
182,orig_multiple_attractors,31,S_P,the maid that cleaned thoroughly in the houses,VBZ,VBZ,False,11,1000
188,orig_multiple_attractors,32,S_P,the fan that drank too much at the games,VBZ,VBZ,False,11,1000
194,orig_multiple_attractors,33,S_P,the principal that paid yearly for the repairs,VBZ,VBZ,False,11,1000
200,orig_multiple_attractors,34,S_P,the driver that steered accidentally into the trees,VBZ,VBZ,False,11,1000
